consumer_sp,resource_sp,consumed
Puma concolor,Scapanus orarius,0
Puma concolor,Scapanus townsendii,0
Puma concolor,Sorex bendirii,0
Puma concolor,Sorex monticolus,0
Puma concolor,Sorex rohweri,0
Puma concolor,Sorex trowbridgii,0
Puma concolor,Sorex vagrans,0
Puma concolor,Tamiasciurus douglasii,0
Puma concolor,Zapus trinotatus,0
Canis latrans,Chaetodipus californicus,0
Canis latrans,Dipodomys agilis,0
Canis latrans,Dipodomys simulans,0
Canis latrans,Neotoma bryanti,0
Canis latrans,Neotoma macrotis,0
Canis latrans,Peromyscus californicus,0
Canis latrans,Sciurus griseus,0
Canis latrans,Sorex ornatus,0
Canis latrans,Sylvilagus bachmani,0
Canis latrans,Microtus chrotorrhinus,0
Canis latrans,Ammospermophilus nelsoni,0
Canis latrans,Dipodomys heermanni,0
Canis latrans,Dipodomys ingens,0
Canis latrans,Dipodomys nitratoides,0
Canis latrans,Neotoma fuscipes,0
Canis latrans,Perognathus inornatus,0
Canis latrans,Perognathus longimembris,0
Vulpes macrotis,Ammospermophilus nelsoni,0
Vulpes macrotis,Antrozous pallidus,0
Vulpes macrotis,Canis latrans,0
Vulpes macrotis,Chaetodipus californicus,0
Vulpes macrotis,Corynorhinus townsendii,0
Vulpes macrotis,Didelphis virginiana,0
Vulpes macrotis,Dipodomys heermanni,0
Vulpes macrotis,Dipodomys ingens,0
Vulpes macrotis,Dipodomys nitratoides,0
Vulpes macrotis,Eptesicus fuscus,0
Vulpes macrotis,Eumops perotis,0
Vulpes macrotis,Lasiurus blossevillii,0
Vulpes macrotis,Lasiurus cinereus,0
Vulpes macrotis,Lepus californicus,0
Vulpes macrotis,Lontra canadensis,0
Vulpes macrotis,Lynx rufus,0
Vulpes macrotis,Mephitis mephitis,0
Vulpes macrotis,Mustela frenata,0
Vulpes macrotis,Myotis californicus,0
Vulpes macrotis,Myotis evotis,0
Vulpes macrotis,Myotis melanorhinus,0
Vulpes macrotis,Myotis thysanodes,0
Vulpes macrotis,Myotis volans,0
Vulpes macrotis,Myotis yumanensis,0
Vulpes macrotis,Neotoma bryanti,0
Vulpes macrotis,Neotoma fuscipes,0
Vulpes macrotis,Notiosorex crawfordi,0
Vulpes macrotis,Odocoileus hemionus,0
Vulpes macrotis,Perognathus longimembris,0
Vulpes macrotis,Peromyscus boylii,0
Vulpes macrotis,Peromyscus truei,0
Vulpes macrotis,Procyon lotor,0
Vulpes macrotis,Puma concolor,0
Vulpes macrotis,Reithrodontomys megalotis,0
Vulpes macrotis,Scapanus latimanus,0
Vulpes macrotis,Sorex palustris,0
Vulpes macrotis,Spilogale gracilis,0
Vulpes macrotis,Sylvilagus audubonii,0
Vulpes macrotis,Tadarida brasiliensis,0
Vulpes macrotis,Taxidea taxus,0
Vulpes macrotis,Urocyon cinereoargenteus,0
Vulpes macrotis,Vulpes macrotis,0
Canis latrans,Chaetodipus eremicus,0
Canis latrans,Corynorhinus mexicanus,0
Canis latrans,Lepus callotis,0
Canis latrans,Microtus mexicanus,0
Canis latrans,Peromyscus difficilis,0
Canis latrans,Peromyscus gratus,0
Canis latrans,Sciurus nayaritensis,0
Canis latrans,Sorex arizonae,0
Vulpes velox,Baiomys taylori,0
Vulpes velox,Chaetodipus eremicus,0
Vulpes velox,Chaetodipus intermedius,0
Vulpes velox,Choeronycteris mexicana,0
Vulpes velox,Corynorhinus mexicanus,0
Vulpes velox,Dipodomys merriami,0
Vulpes velox,Dipodomys spectabilis,0
Vulpes velox,Euderma maculatum,0
Vulpes velox,Eumops perotis,0
Vulpes velox,Idionycteris phyllotis,0
Vulpes velox,Lasiurus blossevillii,0
Vulpes velox,Lasiurus xanthinus,0
Vulpes velox,Leptonycteris yerbabuenae,0
Vulpes velox,Lepus callotis,0
Vulpes velox,Mephitis macroura,0
Vulpes velox,Microtus mexicanus,0
Vulpes velox,Mormoops megalophylla,0
Vulpes velox,Myotis auriculus,0
Vulpes velox,Myotis californicus,0
Vulpes velox,Myotis occultus,0
Vulpes velox,Myotis thysanodes,0
Vulpes velox,Myotis velifer,0
Vulpes velox,Myotis volans,0
Vulpes velox,Nasua narica,0
Vulpes velox,Natalus mexicanus,0
Vulpes velox,Neotamias dorsalis,0
Vulpes velox,Neotoma albigula,0
Vulpes velox,Notiosorex crawfordi,0
Vulpes velox,Nyctinomops femorosaccus,0
Vulpes velox,Onychomys arenicola,0
Vulpes velox,Pecari tajacu,0
Vulpes velox,Peromyscus difficilis,0
Vulpes velox,Peromyscus eremicus,0
Vulpes velox,Peromyscus gratus,0
Vulpes velox,Puma concolor,0
Vulpes velox,Reithrodontomys fulvescens,0
Vulpes velox,Sciurus nayaritensis,0
Vulpes velox,Sigmodon arizonae,0
Vulpes velox,Sigmodon fulviventer,0
Vulpes velox,Sigmodon ochrognathus,0
Vulpes velox,Sorex arizonae,0
Vulpes velox,Spilogale gracilis,0
Vulpes velox,Thomomys bottae,0
Vulpes velox,Vulpes macrotis,0
Canis latrans,Urocitellus richardsonii,0
Vulpes velox,Lemmiscus curtatus,0
Vulpes velox,Lepus townsendii,0
Vulpes velox,Marmota flaviventris,0
Vulpes velox,Microtus longicaudus,0
Vulpes velox,Microtus pennsylvanicus,0
Vulpes velox,Mustela nivalis,0
Vulpes velox,Myodes gapperi,0
Vulpes velox,Myotis ciliolabrum,0
Vulpes velox,Myotis evotis,0
Vulpes velox,Myotis lucifugus,0
Vulpes velox,Neotamias minimus,0
Vulpes velox,Neotoma cinerea,0
Vulpes velox,Neovison vison,0
Vulpes velox,Perognathus fasciatus,0
Vulpes velox,Sorex cinereus,0
Vulpes velox,Sylvilagus nuttallii,0
Vulpes velox,Thomomys talpoides,0
Vulpes velox,Urocitellus richardsonii,0
Vulpes velox,Vulpes vulpes,0
Vulpes velox,Zapus princeps,0
Canis latrans,Poliocitellus franklinii,0
Canis latrans,Sorex arcticus,0
Canis latrans,Phenacomys ungava,0
Canis latrans,Myotis grisescens,0
Canis latrans,Myodes californicus,0
Canis latrans,Neotamias sonomae,0
Canis latrans,Sorex sonomae,0
Lynx rufus,Microtus californicus,0
Lynx rufus,Myodes californicus,0
Lynx rufus,Neotamias sonomae,0
Lynx rufus,Otospermophilus beecheyi,0
Lynx rufus,Peromyscus truei,0
Lynx rufus,Scapanus latimanus,0
Lynx rufus,Sorex sonomae,0
Lynx rufus,Sylvilagus bachmani,0
Urocyon cinereoargenteus,Antrozous pallidus,0
Urocyon cinereoargenteus,Corynorhinus townsendii,0
Urocyon cinereoargenteus,Eptesicus fuscus,0
Urocyon cinereoargenteus,Glaucomys sabrinus,0
Urocyon cinereoargenteus,Lasionycteris noctivagans,0
Urocyon cinereoargenteus,Lasiurus blossevillii,0
Urocyon cinereoargenteus,Lasiurus cinereus,0
Urocyon cinereoargenteus,Lepus californicus,0
Urocyon cinereoargenteus,Lontra canadensis,0
Urocyon cinereoargenteus,Lynx rufus,0
Urocyon cinereoargenteus,Martes americana,0
Urocyon cinereoargenteus,Mephitis mephitis,0
Urocyon cinereoargenteus,Mustela erminea,0
Urocyon cinereoargenteus,Mustela frenata,0
Urocyon cinereoargenteus,Myodes californicus,0
Urocyon cinereoargenteus,Myotis californicus,0
Urocyon cinereoargenteus,Myotis evotis,0
Urocyon cinereoargenteus,Myotis lucifugus,0
Urocyon cinereoargenteus,Myotis thysanodes,0
Urocyon cinereoargenteus,Myotis volans,0
Urocyon cinereoargenteus,Myotis yumanensis,0
Urocyon cinereoargenteus,Neotamias sonomae,0
Urocyon cinereoargenteus,Neovison vison,0
Urocyon cinereoargenteus,Odocoileus hemionus,0
Urocyon cinereoargenteus,Peromyscus maniculatus,0
Urocyon cinereoargenteus,Peromyscus truei,0
Urocyon cinereoargenteus,Procyon lotor,0
Urocyon cinereoargenteus,Puma concolor,0
Urocyon cinereoargenteus,Scapanus latimanus,0
Urocyon cinereoargenteus,Sciurus griseus,0
Urocyon cinereoargenteus,Sciurus niger,0
Urocyon cinereoargenteus,Sorex sonomae,0
Urocyon cinereoargenteus,Sorex trowbridgii,0
Urocyon cinereoargenteus,Sorex vagrans,0
Urocyon cinereoargenteus,Spilogale gracilis,0
Urocyon cinereoargenteus,Tadarida brasiliensis,0
Urocyon cinereoargenteus,Tamiasciurus douglasii,0
Urocyon cinereoargenteus,Taxidea taxus,0
Urocyon cinereoargenteus,Thomomys bottae,0
Urocyon cinereoargenteus,Ursus americanus,0
Urocyon cinereoargenteus,Zapus trinotatus,0
Urocyon cinereoargenteus,Castor canadensis,0
Urocyon cinereoargenteus,Dipodomys heermanni,0
Urocyon cinereoargenteus,Eumops perotis,0
Urocyon cinereoargenteus,Lepus americanus,0
Urocyon cinereoargenteus,Mus musculus,0
Urocyon cinereoargenteus,Myotis melanorhinus,0
Urocyon cinereoargenteus,Neotoma cinerea,0
Urocyon cinereoargenteus,Ondatra zibethicus,0
Urocyon cinereoargenteus,Onychomys torridus,0
Urocyon cinereoargenteus,Perognathus inornatus,0
Urocyon cinereoargenteus,Perognathus longimembris,0
Urocyon cinereoargenteus,Sorex ornatus,0
Urocyon cinereoargenteus,Sorex palustris,0
Urocyon cinereoargenteus,Sylvilagus audubonii,0
Urocyon cinereoargenteus,Vulpes macrotis,0
Lynx rufus,Blarina brevicauda,0
Lynx rufus,Martes pennanti,0
Lynx rufus,Myotis leibii,0
Lynx rufus,Myotis septentrionalis,0
Lynx rufus,Napaeozapus insignis,0
Lynx rufus,Sorex cinereus,0
Lynx rufus,Sorex fumeus,0
Lynx rufus,Sorex hoyi,0
Lynx rufus,Sorex palustris,0
Lynx rufus,Synaptomys cooperi,0
Lynx rufus,Zapus hudsonius,0
Vulpes vulpes,Condylura cristata,0
Vulpes vulpes,Eptesicus fuscus,0
Vulpes vulpes,Glaucomys volans,0
Vulpes vulpes,Lasionycteris noctivagans,0
Vulpes vulpes,Lasiurus borealis,0
Vulpes vulpes,Lasiurus cinereus,0
Vulpes vulpes,Lynx rufus,0
Vulpes vulpes,Marmota monax,0
Vulpes vulpes,Martes pennanti,0
Vulpes vulpes,Mustela frenata,0
Vulpes vulpes,Myodes gapperi,0
Vulpes vulpes,Myotis leibii,0
Vulpes vulpes,Myotis septentrionalis,0
Vulpes vulpes,Napaeozapus insignis,0
Vulpes vulpes,Sorex fumeus,0
Vulpes vulpes,Sorex hoyi,0
Vulpes vulpes,Sorex palustris,0
Vulpes vulpes,Synaptomys cooperi,0
Vulpes velox,Cryptotis parva,0
Vulpes velox,Scalopus aquaticus,0
Vulpes velox,Sciurus niger,0
Lynx rufus,Baiomys taylori,0
Lynx rufus,Chaetodipus hispidus,0
Lynx rufus,Geomys breviceps,0
Lynx rufus,Microtus pinetorum,0
Procyon lotor,Baiomys taylori,0
Procyon lotor,Bassariscus astutus,0
Procyon lotor,Canis latrans,0
Procyon lotor,Castor canadensis,0
Procyon lotor,Chaetodipus hispidus,0
Procyon lotor,Conepatus leuconotus,0
Procyon lotor,Cryptotis parva,0
Procyon lotor,Didelphis virginiana,0
Procyon lotor,Geomys breviceps,0
Procyon lotor,Lasionycteris noctivagans,0
Procyon lotor,Lasiurus borealis,0
Procyon lotor,Lasiurus cinereus,0
Procyon lotor,Lasiurus intermedius,0
Procyon lotor,Lasiurus seminolus,0
Procyon lotor,Lepus californicus,0
Procyon lotor,Lontra canadensis,0
Procyon lotor,Lynx rufus,0
Procyon lotor,Mephitis mephitis,0
Procyon lotor,Microtus pinetorum,0
Procyon lotor,Mus musculus,0
Procyon lotor,Mustela frenata,0
Procyon lotor,Neovison vison,0
Procyon lotor,Oryzomys palustris,0
Procyon lotor,Peromyscus gossypinus,0
Procyon lotor,Peromyscus leucopus,0
Procyon lotor,Peromyscus maniculatus,0
Procyon lotor,Procyon lotor,0
Procyon lotor,Reithrodontomys humulis,0
Procyon lotor,Scalopus aquaticus,0
Procyon lotor,Sciurus carolinensis,0
Procyon lotor,Sciurus niger,0
Procyon lotor,Spilogale putorius,0
Procyon lotor,Tadarida brasiliensis,0
Procyon lotor,Taxidea taxus,0
Procyon lotor,Vulpes vulpes,0
Vulpes vulpes,Cryptotis parva,0
Vulpes vulpes,Ictidomys tridecemlineatus,0
Vulpes vulpes,Myotis sodalis,0
Vulpes vulpes,Nycticeius humeralis,0
Vulpes vulpes,Poliocitellus franklinii,0
Vulpes vulpes,Scalopus aquaticus,0
Vulpes vulpes,Taxidea taxus,0
Vulpes vulpes,Urocyon cinereoargenteus,0
Canis latrans,Neotamias quadrivittatus,0
Vulpes velox,Callospermophilus lateralis,0
Vulpes velox,Mustela erminea,0
Vulpes velox,Neotamias quadrivittatus,0
Vulpes velox,Ovis canadensis,0
Vulpes macrotis,Ammospermophilus leucurus,0
Vulpes macrotis,Antilocapra americana,0
Vulpes macrotis,Bassariscus astutus,0
Vulpes macrotis,Brachylagus idahoensis,0
Vulpes macrotis,Callospermophilus lateralis,0
Vulpes macrotis,Castor canadensis,0
Vulpes macrotis,Cervus canadensis,0
Vulpes macrotis,Erethizon dorsatum,0
Vulpes macrotis,Euderma maculatum,0
Vulpes macrotis,Lasionycteris noctivagans,0
Vulpes macrotis,Lemmiscus curtatus,0
Vulpes macrotis,Lepus townsendii,0
Vulpes macrotis,Microtus longicaudus,0
Vulpes macrotis,Microtus montanus,0
Vulpes macrotis,Mustela erminea,0
Vulpes macrotis,Myotis lucifugus,0
Vulpes macrotis,Neotamias amoenus,0
Vulpes macrotis,Neotamias minimus,0
Vulpes macrotis,Neotoma cinerea,0
Vulpes macrotis,Neotoma lepida,0
Vulpes macrotis,Ondatra zibethicus,0
Vulpes macrotis,Onychomys leucogaster,0
Vulpes macrotis,Perognathus parvus,0
Vulpes macrotis,Peromyscus crinitus,0
Vulpes macrotis,Phenacomys intermedius,0
Vulpes macrotis,Sorex merriami,0
Vulpes macrotis,Sorex preblei,0
Vulpes macrotis,Sorex vagrans,0
Vulpes macrotis,Sylvilagus nuttallii,0
Vulpes macrotis,Urocitellus mollis,0
Canis latrans,Sylvilagus palustris,0
Canis latrans,Cynomys leucurus,0
Canis latrans,Microtus richardsoni,0
Canis latrans,Neotamias umbrinus,0
Lynx canadensis,Antilocapra americana,0
Lynx canadensis,Callospermophilus lateralis,0
Lynx canadensis,Canis lupus,0
Lynx canadensis,Castor canadensis,0
Lynx canadensis,Cervus canadensis,0
Lynx canadensis,Corynorhinus townsendii,0
Lynx canadensis,Cynomys leucurus,0
Lynx canadensis,Eptesicus fuscus,0
Lynx canadensis,Erethizon dorsatum,0
Lynx canadensis,Euderma maculatum,0
Lynx canadensis,Lasionycteris noctivagans,0
Lynx canadensis,Lasiurus blossevillii,0
Lynx canadensis,Lasiurus cinereus,0
Lynx canadensis,Lemmiscus curtatus,0
Lynx canadensis,Lepus townsendii,0
Lynx canadensis,Lontra canadensis,0
Lynx canadensis,Lynx rufus,0
Lynx canadensis,Marmota flaviventris,0
Lynx canadensis,Martes americana,0
Lynx canadensis,Mephitis mephitis,0
Lynx canadensis,Microtus longicaudus,0
Lynx canadensis,Microtus montanus,0
Lynx canadensis,Microtus pennsylvanicus,0
Lynx canadensis,Microtus richardsoni,0
Lynx canadensis,Mus musculus,0
Lynx canadensis,Mustela erminea,0
Lynx canadensis,Mustela frenata,0
Lynx canadensis,Myodes gapperi,0
Lynx canadensis,Myotis ciliolabrum,0
Lynx canadensis,Myotis evotis,0
Lynx canadensis,Myotis lucifugus,0
Lynx canadensis,Myotis volans,0
Lynx canadensis,Neotamias minimus,0
Lynx canadensis,Neotamias umbrinus,0
Lynx canadensis,Neotoma cinerea,0
Lynx canadensis,Neovison vison,0
Lynx canadensis,Ochotona princeps,0
Lynx canadensis,Odocoileus hemionus,0
Lynx canadensis,Ondatra zibethicus,0
Lynx canadensis,Onychomys leucogaster,0
Lynx canadensis,Peromyscus boylii,0
Lynx canadensis,Peromyscus maniculatus,0
Lynx canadensis,Puma concolor,0
Lynx canadensis,Sorex cinereus,0
Lynx canadensis,Sorex merriami,0
Lynx canadensis,Sorex monticolus,0
Lynx canadensis,Sorex nanus,0
Lynx canadensis,Sorex palustris,0
Lynx canadensis,Sorex preblei,0
Lynx canadensis,Spilogale gracilis,0
Lynx canadensis,Sylvilagus audubonii,0
Lynx canadensis,Sylvilagus nuttallii,0
Lynx canadensis,Taxidea taxus,0
Lynx canadensis,Thomomys talpoides,0
Lynx canadensis,Urocitellus armatus,0
Lynx canadensis,Urocitellus elegans,0
Lynx canadensis,Ursus americanus,0
Lynx canadensis,Ursus arctos,0
Lynx canadensis,Vulpes vulpes,0
Lynx canadensis,Zapus princeps,0
Canis latrans,Microtus xanthognathus,0
Canis lupus,Gulo gulo,0
Canis lupus,Microtus ochrogaster,0
Canis lupus,Microtus pennsylvanicus,0
Canis lupus,Microtus xanthognathus,0
Canis lupus,Mustela nivalis,0
Canis lupus,Myotis septentrionalis,0
Canis lupus,Neotamias minimus,0
Canis lupus,Odocoileus hemionus,0
Canis lupus,Phenacomys ungava,0
Canis lupus,Sorex arcticus,0
Canis lupus,Synaptomys borealis,0
Canis lupus,Zapus hudsonius,0
Canis latrans,Chaetodipus arenarius,0
Canis latrans,Chaetodipus formosus,0
Canis latrans,Chaetodipus rudinoris,0
Canis latrans,Chaetodipus spinatus,0
Canis latrans,Peromyscus fraterculus,0
Canis latrans,Diphylla ecaudata,0
Canis latrans,Dipodomys phillipsii,0
Canis latrans,Glossophaga leachii,0
Canis latrans,Glossophaga morenoi,0
Canis latrans,Heteromys irroratus,0
Canis latrans,Ictidomys mexicanus,0
Canis latrans,Molossus molossus,0
Canis latrans,Neotomodon alstoni,0
Canis latrans,Peromyscus levipes,0
Canis latrans,Peromyscus melanophrys,0
Canis latrans,Peromyscus melanotis,0
Canis latrans,Reithrodontomys chrysopsis,0
Canis latrans,Reithrodontomys microdon,0
Canis latrans,Reithrodontomys sumichrasti,0
Canis latrans,Sciurus aureogaster,0
Canis latrans,Sigmodon leucotis,0
Canis latrans,Sorex oreopolus,0
Canis latrans,Sorex orizabae,0
Canis latrans,Sorex saussurei,0
Canis latrans,Sorex ventralis,0
Canis latrans,Sorex veraecrucis,0
Canis latrans,Spilogale angustifrons,0
Canis latrans,Thomomys umbrinus,0
Lynx rufus,Anoura geoffroyi,0
Lynx rufus,Artibeus lituratus,0
Lynx rufus,Balantiopteryx plicata,0
Lynx rufus,Chiroderma salvini,0
Lynx rufus,Choeronycteris mexicana,0
Lynx rufus,Corynorhinus mexicanus,0
Lynx rufus,Cratogeomys merriami,0
Lynx rufus,Dermanura azteca,0
Lynx rufus,Desmodus rotundus,0
Lynx rufus,Diphylla ecaudata,0
Lynx rufus,Dipodomys phillipsii,0
Lynx rufus,Eira barbara,0
Lynx rufus,Eumops underwoodi,0
Lynx rufus,Glossophaga leachii,0
Lynx rufus,Glossophaga morenoi,0
Lynx rufus,Glossophaga soricina,0
Lynx rufus,Heteromys irroratus,0
Lynx rufus,Ictidomys mexicanus,0
Lynx rufus,Leptonycteris nivalis,0
Lynx rufus,Leptonycteris yerbabuenae,0
Lynx rufus,Lepus callotis,0
Lynx rufus,Macrotus waterhousii,0
Lynx rufus,Microtus mexicanus,0
Lynx rufus,Molossus molossus,0
Lynx rufus,Molossus sinaloae,0
Lynx rufus,Mormoops megalophylla,0
Lynx rufus,Natalus mexicanus,0
Lynx rufus,Neotomodon alstoni,0
Lynx rufus,Oryzomys couesi,0
Lynx rufus,Peromyscus difficilis,0
Lynx rufus,Peromyscus gratus,0
Lynx rufus,Peromyscus levipes,0
Lynx rufus,Peromyscus melanophrys,0
Lynx rufus,Peromyscus melanotis,0
Lynx rufus,Pteronotus personatus,0
Lynx rufus,Reithrodontomys chrysopsis,0
Lynx rufus,Reithrodontomys microdon,0
Lynx rufus,Reithrodontomys sumichrasti,0
Lynx rufus,Saccopteryx bilineata,0
Lynx rufus,Sciurus aureogaster,0
Lynx rufus,Sigmodon leucotis,0
Lynx rufus,Sorex oreopolus,0
Lynx rufus,Sorex orizabae,0
Lynx rufus,Sorex saussurei,0
Lynx rufus,Sorex ventralis,0
Lynx rufus,Sorex veraecrucis,0
Lynx rufus,Spilogale angustifrons,0
Lynx rufus,Thomomys umbrinus,0
Canis rufus,Marmota monax,0
Canis rufus,Mephitis mephitis,0
Canis rufus,Neotoma floridana,0
Canis rufus,Sigmodon hispidus,0
Canis rufus,Sorex fumeus,0
Canis rufus,Sylvilagus floridanus,0
Canis rufus,Tamias striatus,0
Canis lupus,Apodemus flavicollis,0
Canis lupus,Arvicola sapidus,0
Canis lupus,Arvicola scherman,0
Canis lupus,Barbastella barbastellus,0
Canis lupus,Chionomys nivalis,0
Canis lupus,Crocidura russula,0
Canis lupus,Crocidura suaveolens,0
Canis lupus,Eliomys quercinus,0
Canis lupus,Galemys pyrenaicus,0
Canis lupus,Genetta genetta,0
Canis lupus,Hypsugo savii,0
Canis lupus,Lutra lutra,0
Canis lupus,Martes foina,0
Canis lupus,Micromys minutus,0
Canis lupus,Microtus lusitanicus,0
Canis lupus,Mustela putorius,0
Canis lupus,Myotis blythii,0
Canis lupus,Myotis daubentonii,0
Canis lupus,Myotis emarginatus,0
Canis lupus,Myotis myotis,0
Canis lupus,Myotis mystacinus,0
Canis lupus,Myotis nattereri,0
Canis lupus,Neomys anomalus,0
Canis lupus,Neomys fodiens,0
Canis lupus,Nyctalus lasiopterus,0
Canis lupus,Pipistrellus kuhlii,0
Canis lupus,Plecotus auritus,0
Canis lupus,Plecotus austriacus,0
Canis lupus,Rhinolophus euryale,0
Canis lupus,Sorex coronatus,0
Canis lupus,Sorex minutus,0
Canis lupus,Tadarida teniotis,0
Canis lupus,Talpa occidentalis,0
Canis lupus,Crocidura leucodon,0
Canis lupus,Hystrix cristata,0
Canis lupus,Microtus multiplex,0
Canis lupus,Microtus savii,0
Canis lupus,Muscardinus avellanarius,0
Canis lupus,Myotis bechsteinii,0
Canis lupus,Nyctalus noctula,0
Canis lupus,Pipistrellus nathusii,0
Canis lupus,Sorex antinorii,0
Canis lupus,Sorex samniticus,0
Canis lupus,Suncus etruscus,0
Canis lupus,Talpa caeca,0
Canis lupus,Apodemus alpicola,0
Canis lupus,Plecotus macrobullaris,0
Canis lupus,Sorex alpinus,0
Canis lupus,Blarina brevicauda,0
Canis lupus,Condylura cristata,0
Canis lupus,Synaptomys cooperi,0
Canis lupus,Allactaga elater,0
Canis lupus,Asellia tridens,0
Canis lupus,Caracal caracal,0
Canis lupus,Gazella bennettii,0
Canis lupus,Gazella subgutturosa,0
Canis lupus,Hemiechinus auritus,0
Canis lupus,Hyaena hyaena,0
Canis lupus,Jaculus blanfordi,0
Canis lupus,Meriones libycus,0
Canis lupus,Meriones persicus,0
Canis lupus,Nesokia indica,0
Canis lupus,Paraechinus hypomelas,0
Canis lupus,Rhinolophus blasii,0
Canis lupus,Rhombomys opimus,0
Canis lupus,Tatera indica,0
Canis lupus,Vulpes cana,0
Canis lupus,Talpa romana,0
Canis lupus,Dicrostonyx groenlandicus,0
Canis lupus,Vulpes lagopus,0
Canis lupus,Apodemus agrarius,0
Canis lupus,Eptesicus nilssonii,0
Canis lupus,Erinaceus roumanicus,0
Canis lupus,Microtus oeconomus,0
Canis lupus,Microtus subterraneus,0
Canis lupus,Myotis brandtii,0
Canis lupus,Myotis dasycneme,0
Canis lupus,Pipistrellus pygmaeus,0
Canis lupus,Myodes rufocanus,0
Canis lupus,Myodes rutilus,0
Canis lupus,Myopus schisticolor,0
Canis lupus,Pteromys volans,0
Canis lupus,Sicista betulina,0
Canis lupus,Sorex caecutiens,0
Canis lupus,Sorex isodon,0
Canis lupus,Sorex minutissimus,0
Canis lupus,Alticola stoliczkanus,0
Canis lupus,Apodemus peninsulae,0
Canis lupus,Capreolus pygargus,0
Canis lupus,Cervus albirostris,0
Canis lupus,Cricetulus longicaudatus,0
Canis lupus,Crocidura shantungensis,0
Canis lupus,Eospalax fontanierii,0
Canis lupus,Eptesicus pachyotis,0
Canis lupus,Euchoreutes naso,0
Canis lupus,Felis bieti,0
Canis lupus,Meles leucurus,0
Canis lupus,Meriones meridianus,0
Canis lupus,Microtus limnophilus,0
Canis lupus,Moschus chrysogaster,0
Canis lupus,Mustela eversmanii,0
Canis lupus,Neodon irene,0
Canis lupus,Ochotona cansus,0
Canis lupus,Ochotona curzoniae,0
Canis lupus,Ochotona erythrotis,0
Canis lupus,Ochotona macrotis,0
Canis lupus,Ochotona thomasi,0
Canis lupus,Petaurista xanthotis,0
Canis lupus,Phaiomys leucurus,0
Canis lupus,Vulpes ferrilata,0
Canis lupus,Spermophilus citellus,0
Canis lupus,Apodemus uralensis,0
Canis lupus,Myotis alcathoe,0
Canis lupus,Acinonyx jubatus,0
Canis lupus,Felis margarita,0
Canis lupus,Gerbillus aquilus,0
Canis lupus,Meriones crassus,0
Canis lupus,Vulpes rueppellii,0
Canis lupus,Myotis laniger,0
Canis lupus,Phodopus roborovskii,0
Panthera uncia,Alticola stoliczkanus,0
Panthera uncia,Apodemus uralensis,0
Panthera uncia,Barbastella leucomelas,0
Panthera uncia,Canis lupus,0
Panthera uncia,Crocidura gmelini,0
Panthera uncia,Eptesicus gobiensis,0
Panthera uncia,Eptesicus serotinus,0
Panthera uncia,Lepus tibetanus,0
Panthera uncia,Meles leucurus,0
Panthera uncia,Meriones meridianus,0
Panthera uncia,Miniopterus schreibersii,0
Panthera uncia,Mustela altaica,0
Panthera uncia,Mustela erminea,0
Panthera uncia,Mustela eversmanii,0
Panthera uncia,Myotis laniger,0
Panthera uncia,Myotis nipalensis,0
Panthera uncia,Neodon juldaschi,0
Panthera uncia,Nesokia indica,0
Panthera uncia,Ochotona macrotis,0
Panthera uncia,Panthera uncia,0
Panthera uncia,Phodopus roborovskii,0
Panthera uncia,Pipistrellus pipistrellus,0
Panthera uncia,Procapra picticaudata,0
Panthera uncia,Sorex minutus,0
Panthera uncia,Ursus arctos,0
Vulpes vulpes,Alticola stoliczkanus,0
Vulpes vulpes,Apodemus uralensis,0
Vulpes vulpes,Barbastella leucomelas,0
Vulpes vulpes,Crocidura gmelini,0
Vulpes vulpes,Eptesicus gobiensis,0
Vulpes vulpes,Equus kiang,0
Vulpes vulpes,Gazella subgutturosa,0
Vulpes vulpes,Lepus oiostolus,0
Vulpes vulpes,Lepus tibetanus,0
Vulpes vulpes,Meles leucurus,0
Vulpes vulpes,Meriones meridianus,0
Vulpes vulpes,Mustela altaica,0
Vulpes vulpes,Myotis laniger,0
Vulpes vulpes,Myotis nipalensis,0
Vulpes vulpes,Neodon juldaschi,0
Vulpes vulpes,Nesokia indica,0
Vulpes vulpes,Ochotona macrotis,0
Vulpes vulpes,Panthera uncia,0
Vulpes vulpes,Phodopus roborovskii,0
Vulpes vulpes,Procapra picticaudata,0
Canis lupus,Capra pyrenaica,0
Canis lupus,Mus spretus,0
Canis lupus,Sorex granarius,0
Canis lupus,Ursus maritimus,0
Canis lupus,Microtus levis,0
Canis lupus,Myotis capaccinii,0
Canis lupus,Geomys bursarius,0
Canis lupus,Ictidomys tridecemlineatus,0
Canis lupus,Lasiurus borealis,0
Canis lupus,Onychomys leucogaster,0
Canis lupus,Poliocitellus franklinii,0
Canis lupus,Sciurus carolinensis,0
Canis lupus,Sciurus niger,0
Canis lupus,Sorex haydeni,0
Canis lupus,Spilogale putorius,0
Canis lupus,Tamias striatus,0
Canis lupus,Urocyon cinereoargenteus,0
Canis lupus,Lemmus trimucronatus,0
Canis lupus,Sorex ugyunak,0
Canis lupus,Urocitellus parryii,0
Canis lupus,Lepus corsicanus,0
Canis lupus,Crocidura sibirica,0
Canis lupus,Lagurus lagurus,0
Canis lupus,Meriones tamariscinus,0
Canis lupus,Microtus gregalis,0
Canis lupus,Myodes centralis,0
Canis lupus,Sicista tianshanica,0
Canis lupus,Sorex asper,0
Canis lupus,Spermophilus ralli,0
